commit_sha,id,number,state,body,title,created_at,updated_at,closed_at,merged_at,draft
9a9f155278d9b29c53acbb38c89b3024f658b55d,50077126,134,closed,"This change augments the Travis CI build to perform:
- Check that all files follow gofmt style, including -s (simplify) option.
- Check that go vet does not report any problems.
- Use race detector when running tests, to ensure there are no data races found.

Doing this will help catch issues like in #133 at the time the change is made, automatically.
","Travis: Perform gofmt, go vet checks; use race detector during tests.",2015-11-09 01:31:05+00:00,2015-11-11 10:44:31+00:00,2015-11-11 10:35:30+00:00,2015-11-11 10:35:30+00:00,False
a90bbbc6fa11b6a5c4ad95c2ab27eb51229890a5,50053184,133,closed,"% go vet
mux_test.go:1080: arg len(ancestors) for printf verb %s of wrong type:
int
",Correct a printf verb type,2015-11-08 05:05:33+00:00,2015-11-08 05:17:00+00:00,2015-11-08 05:16:49+00:00,2015-11-08 05:16:49+00:00,False
ac3897eae3767628df9a43b55c53fca226870a27,46701441,128,closed,"Fix a typo in the comment docs, add a few more.
",Typo and Docs,2015-10-03 07:22:31+00:00,2015-10-03 07:26:52+00:00,2015-10-03 07:26:52+00:00,2015-10-03 07:26:51+00:00,False
8ae7a23e03967d170fbd699eaf8e55883b99e94b,44421343,125,closed,"Legacy commits were made in previous PR. Fixed the documentation in mini commit.
",Fixed documentation from Issue 16,2015-09-08 11:33:26+00:00,2015-09-08 16:58:44+00:00,2015-09-08 16:58:39+00:00,2015-09-08 16:58:39+00:00,False
e45852e5374d4b40feb756a967c21a758fca25b1,42460958,122,closed,"Addresses #121.
",Fixed GoDoc badge.,2015-08-14 14:25:47+00:00,2015-08-14 14:29:22+00:00,2015-08-14 14:29:16+00:00,2015-08-14 14:29:16+00:00,False
d17b93cab89c2fe13ef8292fdefb116d86666e75,42086194,120,closed,"I was using hyphenated names for path variables and they had been working well before the commit 8965bfef36e398a40fa4afbe4e22eea61cb8db86.
But after the commit was pushed, hyphenated variables names cause a regexp syntax error and it is causing a problem to me.

I believe that mux should keep the support of such variable names, hence I made some changes to achieve it.
I'd appreciate it if my changes could be accepted.

If the naming convention was intentionally revised, my changes can be ignored but it is really helpful to document the naming convention somewhere in README.md instead.
",Reduce variable name restriction,2015-08-11 02:08:56+00:00,2016-01-20 16:17:51+00:00,2015-08-11 05:40:29+00:00,2015-08-11 05:40:29+00:00,False
273db68971215ed764f24e23f49469c54e9bcd4b,42086194,120,closed,"I was using hyphenated names for path variables and they had been working well before the commit 8965bfef36e398a40fa4afbe4e22eea61cb8db86.
But after the commit was pushed, hyphenated variables names cause a regexp syntax error and it is causing a problem to me.

I believe that mux should keep the support of such variable names, hence I made some changes to achieve it.
I'd appreciate it if my changes could be accepted.

If the naming convention was intentionally revised, my changes can be ignored but it is really helpful to document the naming convention somewhere in README.md instead.
",Reduce variable name restriction,2015-08-11 02:08:56+00:00,2016-01-20 16:17:51+00:00,2015-08-11 05:40:29+00:00,2015-08-11 05:40:29+00:00,False
577b9e4a658e25897ddd3320255d96a9285a26c0,42086194,120,closed,"I was using hyphenated names for path variables and they had been working well before the commit 8965bfef36e398a40fa4afbe4e22eea61cb8db86.
But after the commit was pushed, hyphenated variables names cause a regexp syntax error and it is causing a problem to me.

I believe that mux should keep the support of such variable names, hence I made some changes to achieve it.
I'd appreciate it if my changes could be accepted.

If the naming convention was intentionally revised, my changes can be ignored but it is really helpful to document the naming convention somewhere in README.md instead.
",Reduce variable name restriction,2015-08-11 02:08:56+00:00,2016-01-20 16:17:51+00:00,2015-08-11 05:40:29+00:00,2015-08-11 05:40:29+00:00,False
ca524fd37fc91e043c82ba10aed96f77d523c514,41948583,118,closed,"Added a (small) complete example to the README that includes how to pass a router to `http.ListenAndServe` for newbie Gophers.

Addresses https://github.com/gorilla/mux/issues/32
",Updated README w/ runnable example. Addresses #32.,2015-08-08 04:43:32+00:00,2015-08-08 06:16:13+00:00,2015-08-08 06:16:13+00:00,2015-08-08 06:16:13+00:00,False
e73f183699f8ab7d54609771e1fa0ab7ffddc21b,41856943,117,closed,"The router now associates a regexp named group with each mux variable.
It only fills variables when capturing group name match instead of
relying on indices, which doesn't work if a variable regexp has interior
capturing groups.

Fixes #62
",fix use of capturing subexpressions in pattern matches.,2015-08-07 03:33:30+00:00,2018-03-09 23:40:19+00:00,2015-08-07 20:34:17+00:00,2015-08-07 20:34:17+00:00,False
13c8226081008f7ade9c619da744ed14e78eb8de,41650784,116,closed,"For a middleware I'm working on I wanted to use `CurrentRoute` and was surprised it always returned `nil`. Then I realised it is only set just before the handler will be called and will be cleared directly after (on purpose) here: https://github.com/gorilla/mux/blob/master/mux.go#L98

I think it would be a good idea to add a small note, to take the expectation away that `CurrentRoute` can be used outside the handler.
",Add note about the availability of CurrentRoute.,2015-08-05 07:35:22+00:00,2015-08-05 16:48:15+00:00,2015-08-05 16:48:15+00:00,2015-08-05 16:48:15+00:00,False
39cff3481ca9e2726231c3067f58fcf3a8c9e333,41650784,116,closed,"For a middleware I'm working on I wanted to use `CurrentRoute` and was surprised it always returned `nil`. Then I realised it is only set just before the handler will be called and will be cleared directly after (on purpose) here: https://github.com/gorilla/mux/blob/master/mux.go#L98

I think it would be a good idea to add a small note, to take the expectation away that `CurrentRoute` can be used outside the handler.
",Add note about the availability of CurrentRoute.,2015-08-05 07:35:22+00:00,2015-08-05 16:48:15+00:00,2015-08-05 16:48:15+00:00,2015-08-05 16:48:15+00:00,False
98fb535d771e43021d337c156c78ab13d1a7f506,39201212,100,closed,"Address #16  and added the support for regular expressions.
",Issue #16: Added regex support for matching headers,2015-07-04 02:04:42+00:00,2015-07-28 00:59:08+00:00,2015-07-27 16:40:50+00:00,2015-07-27 16:40:50+00:00,False
3339267a853e3a855d6e415b96d6f3447b60a824,40208607,111,closed,"Fix for https://github.com/gorilla/mux/issues/109.

Unfortunately we broke the query matcher when the query's `defaultPattern` was changed in https://github.com/gorilla/mux/pull/108.

In this PR the `getUrlQuery` method loops over query parameters and only returns a string to match if the the parameter exists in the request (which is how it should have been in the first place).
",Issue #109,2015-07-17 08:07:39+00:00,2015-07-17 22:25:12+00:00,2015-07-17 15:02:10+00:00,2015-07-17 15:02:10+00:00,False
fe40f0d05612a52a42bbbcd9d28cb81ebe4e6d36,40208607,111,closed,"Fix for https://github.com/gorilla/mux/issues/109.

Unfortunately we broke the query matcher when the query's `defaultPattern` was changed in https://github.com/gorilla/mux/pull/108.

In this PR the `getUrlQuery` method loops over query parameters and only returns a string to match if the the parameter exists in the request (which is how it should have been in the first place).
",Issue #109,2015-07-17 08:07:39+00:00,2015-07-17 22:25:12+00:00,2015-07-17 15:02:10+00:00,2015-07-17 15:02:10+00:00,False
19f0a91c4e299b8253f142001ad546110f3c1e84,40112662,108,closed,"This PR is a solution to the issue raised by @epelc in https://github.com/gorilla/mux/commit/0c9d5c08c1d6103f2ced11750a195fc94902d3fc#commitcomment-12196652

Not sure if it's the right approach but at least something for discussion. There should be a more idiomatic/explicit way to test if the `defaultPattern` should be added to the `pattern` but this was an easy way to do it.
",fix for empty query,2015-07-16 09:58:35+00:00,2015-07-16 16:34:42+00:00,2015-07-16 14:26:10+00:00,2015-07-16 14:26:10+00:00,False
2b32409792406cc61512ca3aa35706bb9ce8c7dd,40112662,108,closed,"This PR is a solution to the issue raised by @epelc in https://github.com/gorilla/mux/commit/0c9d5c08c1d6103f2ced11750a195fc94902d3fc#commitcomment-12196652

Not sure if it's the right approach but at least something for discussion. There should be a more idiomatic/explicit way to test if the `defaultPattern` should be added to the `pattern` but this was an easy way to do it.
",fix for empty query,2015-07-16 09:58:35+00:00,2015-07-16 16:34:42+00:00,2015-07-16 14:26:10+00:00,2015-07-16 14:26:10+00:00,False
92ae1d67265b4cf52d659a340435398e8da2ad05,39615354,106,closed,"…to walk matchers so it walks the full list of routers and child routers

This is just an update of the work done in https://github.com/gorilla/mux/pull/83 to properly account for subrouters
",Update the walk method  …,2015-07-09 18:48:44+00:00,2015-07-16 17:39:48+00:00,2015-07-16 17:39:48+00:00,2015-07-16 17:39:48+00:00,False
8eb02a9f12e527fe2ce9ab3b640579a6104f2d44,39498612,104,closed,"to make it easier to generate a API page that lists all routes by template

This works well with https://github.com/gorilla/mux/pull/83 so you can do something like

`````` go
func Index(router *mux.Router) *index {
    return &index{router}
}

type index struct {
    router *mux.Router
}

func (h *index) ServeHTTP(rw http.ResponseWriter, req *http.Request) {
    h.router.Walk(func(route *mux.Route, router *mux.Router, ancestors []*mux.Route) error {
        path, _ := route.URLPathTemplate()
        fmt.Fprintf(rw, ""%s\n"", path)
        return nil
    })
}```
``````
",Add URLPathTemplate to Route …,2015-07-08 16:50:50+00:00,2016-03-05 22:20:54+00:00,2016-03-05 13:56:38+00:00,2016-03-05 13:56:38+00:00,False
0c9d5c08c1d6103f2ced11750a195fc94902d3fc,39219985,101,closed,"PR adds support for regexp quantifiers for query strings, so that `Queries(""foo"", ""{v1:[a-z]{3}}"")` will match for `&foo=bar` but not for `&foo=bars`.

The query matcher currently looks for `foo=[a-z]{3}` in the entire URL query string (`baz=ding&foo=bars`) and returns a match. PR looks for `^foo=[a-z]{3}$` in only `foo=bars` and therefore will not match.
",Fixing query regexp patterns with quantifiers ,2015-07-05 12:15:42+00:00,2015-07-05 23:02:19+00:00,2015-07-05 23:02:19+00:00,2015-07-05 23:02:19+00:00,False
a710a8bfa96010c24d50767a4207e34a0b9f1b90,39219985,101,closed,"PR adds support for regexp quantifiers for query strings, so that `Queries(""foo"", ""{v1:[a-z]{3}}"")` will match for `&foo=bar` but not for `&foo=bars`.

The query matcher currently looks for `foo=[a-z]{3}` in the entire URL query string (`baz=ding&foo=bars`) and returns a match. PR looks for `^foo=[a-z]{3}$` in only `foo=bars` and therefore will not match.
",Fixing query regexp patterns with quantifiers ,2015-07-05 12:15:42+00:00,2015-07-05 23:02:19+00:00,2015-07-05 23:02:19+00:00,2015-07-05 23:02:19+00:00,False
306509329bce2152a92040e805ef24fd8e3f877d,39201212,100,closed,"Address #16  and added the support for regular expressions.
",Issue #16: Added regex support for matching headers,2015-07-04 02:04:42+00:00,2015-07-28 00:59:08+00:00,2015-07-27 16:40:50+00:00,2015-07-27 16:40:50+00:00,False
c21431a6cd004f2e4ac692b2ec8c56f3a4ebd036,39201212,100,closed,"Address #16  and added the support for regular expressions.
",Issue #16: Added regex support for matching headers,2015-07-04 02:04:42+00:00,2015-07-28 00:59:08+00:00,2015-07-27 16:40:50+00:00,2015-07-27 16:40:50+00:00,False
c0a5cbce5acc7d44030541b8b383b1ebcdfcc96f,39201212,100,closed,"Address #16  and added the support for regular expressions.
",Issue #16: Added regex support for matching headers,2015-07-04 02:04:42+00:00,2015-07-28 00:59:08+00:00,2015-07-27 16:40:50+00:00,2015-07-27 16:40:50+00:00,False
a063f14812c8ea1ae2a62a8d9b2307afe23348a7,39201212,100,closed,"Address #16  and added the support for regular expressions.
",Issue #16: Added regex support for matching headers,2015-07-04 02:04:42+00:00,2015-07-28 00:59:08+00:00,2015-07-27 16:40:50+00:00,2015-07-27 16:40:50+00:00,False
77f424d3ae04bf4130e489900890fa84992d9b40,36545873,98,closed,,Fix typo,2015-05-29 21:17:03+00:00,2015-05-30 19:53:59+00:00,2015-05-30 19:53:56+00:00,2015-05-30 19:53:56+00:00,False
9641367e95358701e3b0b36e09090c8c10131e0c,33892382,93,closed,"This fixes issue where if user has tab width other than 4, some lines will become misaligned. For example, see the package description at https://godoc.org/github.com/gorilla/mux.

![image](https://cloud.githubusercontent.com/assets/1924134/7283436/67547294-e8eb-11e4-994e-02dfae4c00c7.png)
","Fix up doc formatting, use spaces for alignment (tabs are for indentation only).",2015-04-22 19:28:45+00:00,2015-04-22 20:51:21+00:00,2015-04-22 20:14:49+00:00,2015-04-22 20:14:49+00:00,False
e98fd88cbd7216fd46d0b480a047d34748d603d5,30936846,89,closed,"Sorry, I realized the previous test doesn't make sense if we don't test the other pipe possibility...

refs #62 
",Add complementary test for patterns with pipe,2015-03-11 12:04:32+00:00,2015-05-05 17:01:46+00:00,2015-05-05 17:01:36+00:00,2015-05-05 17:01:36+00:00,False
00bf0e01a12e9ce13adef15e5ddb53700d90bd81,30909185,88,closed,"closes #62
",Add tests for patterns with pipe,2015-03-11 01:38:52+00:00,2015-03-11 03:17:37+00:00,2015-03-11 03:17:36+00:00,2015-03-11 03:17:36+00:00,False
d7e46398189abd89d18d874e3c53b42d492002b8,21829367,71,closed,"Return early on getHost function to avoid having all the logic inside an if block, and put more clearly when is strict slash going to be matched
",Rearrange code,2014-09-26 05:33:08+00:00,2014-09-26 15:38:14+00:00,2014-09-26 15:38:14+00:00,2014-09-26 15:38:14+00:00,False
8df3a80fb8cd2b280d3b0b7d809ad80c1d0be236,21829367,71,closed,"Return early on getHost function to avoid having all the logic inside an if block, and put more clearly when is strict slash going to be matched
",Rearrange code,2014-09-26 05:33:08+00:00,2014-09-26 15:38:14+00:00,2014-09-26 15:38:14+00:00,2014-09-26 15:38:14+00:00,False
8f1a419c38688087a65a29395ac483f7b113c745,19605079,67,closed,"The presence of a blank line was preventing the documentation from appearing in godoc.
",Remove blank line to fix docs for  Route.Queries,2014-08-11 14:45:41+00:00,2014-08-11 16:32:41+00:00,2014-08-11 14:46:53+00:00,2014-08-11 14:46:53+00:00,False
3351f602a5ba82692d059fad533e58702e0cb5ce,17549701,60,closed,"make the gofmt happy
",gofmt,2014-06-24 18:44:24+00:00,2014-06-24 18:46:30+00:00,2014-06-24 18:46:26+00:00,2014-06-24 18:46:26+00:00,False
451fd8b7796015afbe01cfe9168e4c51e8b40013,16382009,56,closed,,"Fix ""Queries"" matcher to support out-of-order query string parameters",2014-05-27 16:35:23+00:00,2014-06-12 19:42:45+00:00,2014-05-27 23:41:47+00:00,2014-05-27 23:41:47+00:00,False
3505396fb555c93ffac5e511eb8addb3bc4a9397,16382009,56,closed,,"Fix ""Queries"" matcher to support out-of-order query string parameters",2014-05-27 16:35:23+00:00,2014-06-12 19:42:45+00:00,2014-05-27 23:41:47+00:00,2014-05-27 23:41:47+00:00,False
69237eaae593124b64a499c92be50a5ce17db2e6,16382009,56,closed,,"Fix ""Queries"" matcher to support out-of-order query string parameters",2014-05-27 16:35:23+00:00,2014-06-12 19:42:45+00:00,2014-05-27 23:41:47+00:00,2014-05-27 23:41:47+00:00,False
0a0d6a1b2a0c75b931495697ce6a2182f810ffb3,16348919,55,closed,"This PR adds the ability to define variables in query string values for example:

``` go
r := mux.NewRouter()
r.Queries(""id"", ""{id:[0-9]+}"")
```
",Add ability to capture variables in query strings,2014-05-26 22:05:36+00:00,2014-06-21 13:11:36+00:00,2014-05-27 04:48:09+00:00,2014-05-27 04:48:09+00:00,False
c9469524da00abe15b8d00bb1ee9621d85ebdfbc,16348919,55,closed,"This PR adds the ability to define variables in query string values for example:

``` go
r := mux.NewRouter()
r.Queries(""id"", ""{id:[0-9]+}"")
```
",Add ability to capture variables in query strings,2014-05-26 22:05:36+00:00,2014-06-21 13:11:36+00:00,2014-05-27 04:48:09+00:00,2014-05-27 04:48:09+00:00,False
65cc9b5df83a841607cf9f88c58cb6cdd8ab0421,16348919,55,closed,"This PR adds the ability to define variables in query string values for example:

``` go
r := mux.NewRouter()
r.Queries(""id"", ""{id:[0-9]+}"")
```
",Add ability to capture variables in query strings,2014-05-26 22:05:36+00:00,2014-06-21 13:11:36+00:00,2014-05-27 04:48:09+00:00,2014-05-27 04:48:09+00:00,False
a883d5a9b9d5fb9f3c084dd9858ee6fa11d9c622,15082718,52,closed,"This PR introduces a new BuildVarsFunc that can be attached to a route. A BuildVarsFunc allows you to intercept and modify the route variable map passed to `.URL` or `.URLPath` or `.URLHost` before generating the URL.

It is useful when you want to be liberal in matching routes but conservative in constructing them. For example, you might want to normalize all blog post URL slugs to be lowercase, but still match uppercase slugs. Without BuildVarsFunc, you would have to ensure that all callers of `.URL{,Path,Host}` lowercased the slug beforehand. With BuildVarsFunc, you can just call `.URL{,Path,Host}` directly without any additional wrapper functions.

BuildVarsFunc is useful in conjunction with PostMatchFunc at https://github.com/gorilla/mux/pull/53.
",BuildVarsFunc: modify route variables before building the URL from a route,2014-04-23 18:50:40+00:00,2015-02-13 19:39:07+00:00,2015-02-13 19:22:55+00:00,2015-02-13 19:22:55+00:00,False
cef3b0cd6d468434914c21146d6e400436f2d0e3,15082718,52,closed,"This PR introduces a new BuildVarsFunc that can be attached to a route. A BuildVarsFunc allows you to intercept and modify the route variable map passed to `.URL` or `.URLPath` or `.URLHost` before generating the URL.

It is useful when you want to be liberal in matching routes but conservative in constructing them. For example, you might want to normalize all blog post URL slugs to be lowercase, but still match uppercase slugs. Without BuildVarsFunc, you would have to ensure that all callers of `.URL{,Path,Host}` lowercased the slug beforehand. With BuildVarsFunc, you can just call `.URL{,Path,Host}` directly without any additional wrapper functions.

BuildVarsFunc is useful in conjunction with PostMatchFunc at https://github.com/gorilla/mux/pull/53.
",BuildVarsFunc: modify route variables before building the URL from a route,2014-04-23 18:50:40+00:00,2015-02-13 19:39:07+00:00,2015-02-13 19:22:55+00:00,2015-02-13 19:22:55+00:00,False
b864f07c539c7abc16652d65350d070d8e2810de,15080058,51,closed,"This is a partial fix for the problems mentioned in https://github.com/gorilla/mux/issues/31. It also documents the behaviour around slashes more thoroughly.
","Make PathPrefix more polite towards StrictSlash setting, and add better tests for the latter",2014-04-23 17:58:33+00:00,2014-06-18 10:39:06+00:00,2014-05-05 13:44:26+00:00,2014-05-05 13:44:26+00:00,False
3509745ae8a2db852c51794a6f6e9f1e533e1632,15080058,51,closed,"This is a partial fix for the problems mentioned in https://github.com/gorilla/mux/issues/31. It also documents the behaviour around slashes more thoroughly.
","Make PathPrefix more polite towards StrictSlash setting, and add better tests for the latter",2014-04-23 17:58:33+00:00,2014-06-18 10:39:06+00:00,2014-05-05 13:44:26+00:00,2014-05-05 13:44:26+00:00,False
bac13721298f7a2dbf554446a58826c2035e70e8,15080058,51,closed,"This is a partial fix for the problems mentioned in https://github.com/gorilla/mux/issues/31. It also documents the behaviour around slashes more thoroughly.
","Make PathPrefix more polite towards StrictSlash setting, and add better tests for the latter",2014-04-23 17:58:33+00:00,2014-06-18 10:39:06+00:00,2014-05-05 13:44:26+00:00,2014-05-05 13:44:26+00:00,False
033224c12ed48938d1815f4851103f86abcf6201,15080058,51,closed,"This is a partial fix for the problems mentioned in https://github.com/gorilla/mux/issues/31. It also documents the behaviour around slashes more thoroughly.
","Make PathPrefix more polite towards StrictSlash setting, and add better tests for the latter",2014-04-23 17:58:33+00:00,2014-06-18 10:39:06+00:00,2014-05-05 13:44:26+00:00,2014-05-05 13:44:26+00:00,False
525eff436e45137f9c4ffa422f18bab457a96500,15080058,51,closed,"This is a partial fix for the problems mentioned in https://github.com/gorilla/mux/issues/31. It also documents the behaviour around slashes more thoroughly.
","Make PathPrefix more polite towards StrictSlash setting, and add better tests for the latter",2014-04-23 17:58:33+00:00,2014-06-18 10:39:06+00:00,2014-05-05 13:44:26+00:00,2014-05-05 13:44:26+00:00,False
9ee70e572c1827c6524470f8fd12839bf7b98a39,14863142,49,closed,"The files mux.go and mux_test.go on master were not gofmt'd. It would make it a bit easier to submit PRs if everything was gofmt'd (otherwise, people have to undo the gofmt that their editor applies to lines that are not relevant to their PR).
",Apply gofmt,2014-04-17 07:46:25+00:00,2014-07-02 07:34:24+00:00,2014-04-19 08:20:04+00:00,2014-04-19 08:20:04+00:00,False
cebebed6c46dc99617b23015fa96ef1f78d93ee4,10406199,43,closed,"result of `gofmt -s -w .`.
",go fmt.,2013-11-30 00:24:25+00:00,2014-07-12 15:04:53+00:00,2013-11-30 00:28:40+00:00,2013-11-30 00:28:40+00:00,False
ab8ae247f17a9f1bbe9bda321aa6719600eb4775,10058599,41,closed,,Fix to keep query string intact when 301 redirect occurs.,2013-11-18 17:55:58+00:00,2014-07-21 20:27:46+00:00,2013-11-30 22:10:54+00:00,2013-11-30 22:10:54+00:00,False
6689ee8243e28381f38fff95d65c84a575fa86f8,10058599,41,closed,,Fix to keep query string intact when 301 redirect occurs.,2013-11-18 17:55:58+00:00,2014-07-21 20:27:46+00:00,2013-11-30 22:10:54+00:00,2013-11-30 22:10:54+00:00,False
1a2411f44a858576b750ffb9d5c0975570ef1f2d,10058599,41,closed,,Fix to keep query string intact when 301 redirect occurs.,2013-11-18 17:55:58+00:00,2014-07-21 20:27:46+00:00,2013-11-30 22:10:54+00:00,2013-11-30 22:10:54+00:00,False
d10d5466f2db2758bb616f627775692d2f69fe8a,10058599,41,closed,,Fix to keep query string intact when 301 redirect occurs.,2013-11-18 17:55:58+00:00,2014-07-21 20:27:46+00:00,2013-11-30 22:10:54+00:00,2013-11-30 22:10:54+00:00,False
9d99a927754de25f584c08c423866c12207ce9e3,9825857,38,closed,,Fix typo in documentation,2013-11-10 04:22:05+00:00,2014-07-11 07:31:09+00:00,2013-11-10 06:54:15+00:00,2013-11-10 06:54:15+00:00,False
0ae6d35b080d1dcbc5744904e4aec8504283115d,8253873,35,closed,"remove doubly present ""the""
",Fix typo,2013-09-11 18:34:00+00:00,2014-06-18 07:48:18+00:00,2013-09-11 20:10:56+00:00,2013-09-11 20:10:56+00:00,False
04a79835ae36db13cbcc39e8420082a48549a42a,7958753,33,closed,"Fixed a typo for you
","Add ""of"" like the rest of the function docstrings",2013-08-29 16:26:33+00:00,2014-07-05 07:38:40+00:00,2013-08-29 16:41:54+00:00,2013-08-29 16:41:54+00:00,False
bb851ab75f24e4a2ad8593bda4ce72a76164ec26,4804764,15,closed,,Add example of a Matcher Func in documentation,2013-03-25 21:53:11+00:00,2014-07-05 05:56:53+00:00,2013-03-25 22:01:14+00:00,2013-03-25 22:01:14+00:00,False
38545dbae82fbb96b45986dcda1fcb87114904e2,3962982,12,closed,,Removed excess bool variable assignment in `if`s,2013-02-03 02:48:27+00:00,2014-06-18 21:16:00+00:00,2013-02-03 09:13:26+00:00,2013-02-03 09:13:26+00:00,False
78f60492585e9f21942b155e870e019a401937ef,3716104,9,closed,"Remove unnecessary comma
",Remove unnecessary comma,2013-01-17 08:54:43+00:00,2014-07-10 03:06:07+00:00,2013-01-17 09:15:30+00:00,2013-01-17 09:15:30+00:00,False
f89494aed121356fbc0ab4c1143cfdf7256477ae,2643224,3,closed,"Separated the tests in to test functions depending on what they are
testing.

Moved some test-specific functiosn in to closures within the test
functions themselves.
",Finished converting rest of mux tests to table tests,2012-10-14 21:39:11+00:00,2014-06-14 08:07:16+00:00,2012-10-16 18:26:53+00:00,2012-10-16 18:26:53+00:00,False
bcb4f4bcdcd397e47609704f9b88c327db9eaa90,2552727,1,closed,"I think it's easier to reason about the tests if they're in a table like this as opposed to setting and resetting variables. It also makes it easier to add new test cases. Some ideas such as the title field I got thanks to @davecheney.

I will convert the rest of the test file to a similar style if this is acceptable.
",Converted TestRoute to a table-driven test,2012-10-05 06:12:58+00:00,2014-07-10 10:31:39+00:00,2012-10-05 09:28:35+00:00,2012-10-05 09:28:35+00:00,False
b4617d0b9670ad14039b2739167fd35a60f557c5,1561619493,734,closed,"<!--
     For Work In Progress Pull Requests, please use the Draft PR feature,
     see https://github.blog/2019-02-14-introducing-draft-pull-requests/ for further details.

     For a timely review/response, please avoid force-pushing additional
     commits if your PR already received reviews or comments.

     Before submitting a Pull Request, please ensure that you have:
     - 📖 Read the Contributing guide: https://github.com/gorilla/.github/blob/main/CONTRIBUTING.md
     - 📖 Read the Code of Conduct: https://github.com/gorilla/.github/blob/main/CODE_OF_CONDUCT.md

     - Provide tests for your changes.
     - Use descriptive commit messages.
	 - Comment your code where appropriate.
	 - Squash your commits
     - Update any related documentation.

     - Add gorilla/pull-request-reviewers as a Reviewer
-->

## What type of PR is this? (check all applicable)

- [x] Refactor
- [ ] Feature
- [ ] Bug Fix
- [ ] Optimization
- [ ] Documentation Update
- [ ] Go Version Update
- [ ] Dependency Update

## Description

## Related Tickets & Documents

<!--
For pull requests that relate or close an issue, please include them
below.  We like to follow [Github's guidance on linking issues to pull requests](https://docs.github.com/en/issues/tracking-your-work-with-issues/linking-a-pull-request-to-an-issue).

For example having the text: ""closes #1234"" would connect the current pull
request to issue 1234.  And when we merge the pull request, Github will
automatically close the issue.
-->

- Related Issue #
- Closes #

## Added/updated tests?

- [ ] Yes
- [ ] No, and this is why: _please replace this line with details on why tests
      have not been included_
- [ ] I need help with writing tests

## Run verifications and test

- [x] `make verify` is passing
- [x] `make test` is passing
",update GitHub workflows,2023-10-18 01:33:54+00:00,2023-10-18 11:23:01+00:00,2023-10-18 11:23:00+00:00,2023-10-18 11:23:00+00:00,False
3401478badc7aa55470bc806ee8cd185a16f9298,1499789522,733,closed,"<!--
     For Work In Progress Pull Requests, please use the Draft PR feature,
     see https://github.blog/2019-02-14-introducing-draft-pull-requests/ for further details.

     For a timely review/response, please avoid force-pushing additional
     commits if your PR already received reviews or comments.

     Before submitting a Pull Request, please ensure that you have:
     - 📖 Read the Contributing guide: https://github.com/gorilla/.github/blob/main/CONTRIBUTING.md
     - 📖 Read the Code of Conduct: https://github.com/gorilla/.github/blob/main/CODE_OF_CONDUCT.md

     - Provide tests for your changes.
     - Use descriptive commit messages.
	 - Comment your code where appropriate.
	 - Squash your commits
     - Update any related documentation.

     - Add gorilla/pull-request-reviewers as a Reviewer
-->

## What type of PR is this? (check all applicable)

- [ ] Refactor
- [ ] Feature
- [ ] Bug Fix
- [ ] Optimization
- [X] Documentation Update
- [ ] Go Version Update
- [ ] Dependency Update

## Description

Changed the SPA handler example in README.md in two areas. First, made sure to actually include the requested path in the call to `filepath.Join`. Secondly, if the requested path hits a directory, I think it would be beneficial to also serve the `indexPath` file, and not list the directory contents. I also edited the comments in the `README.md` file accordingly.

## Related Tickets & Documents

<!--
For pull requests that relate or close an issue, please include them
below.  We like to follow [Github's guidance on linking issues to pull requests](https://docs.github.com/en/issues/tracking-your-work-with-issues/linking-a-pull-request-to-an-issue).

For example having the text: ""closes #1234"" would connect the current pull
request to issue 1234.  And when we merge the pull request, Github will
automatically close the issue.
-->

- Related Issue #
- Closes #

## Added/updated tests?

- [ ] Yes
- [X] No, and this is why: I only changed the `README.md`, if any tests are necessary please let me know
- [ ] I need help with writing tests

## Run verifications and test

- [ ] `make verify` is passing
- [ ] `make test` is passing
",fix SPA handler in README.md,2023-09-02 07:31:51+00:00,2023-09-21 03:06:09+00:00,2023-09-21 03:06:09+00:00,2023-09-21 03:06:09+00:00,False
4a671cbc5162efa2ecb1b353e6a704a62737d66c,940172942,676,closed,"**Summary of Changes**

1. Added `r.GetVarNames()` function to list all vars a route might need in order to call `r.URL()`",Add GetVarNames(),2022-05-18 16:15:43+00:00,2023-08-24 19:57:52+00:00,2023-08-24 19:57:52+00:00,2023-08-24 19:57:52+00:00,False
976b536446a77de8de2d5559c78f612970fb5e37,1653778060,748,closed,"## What type of PR is this? (check all applicable)

- [ ] Refactor
- [ ] Feature
- [x] Bug Fix
- [ ] Optimization
- [ ] Documentation Update
- [ ] Go Version Update
- [ ] Dependency Update

## Description
Fix made in #712 is not an optimal solution to the problem #704, since it completely prevents the possibility of getting error `ErrMethodMismatch` for subrouters.

The proposed solution corrects this situation and allows correct error handling of invalid query paramaters and preserves the possibility of getting `ErrMethodMismatch` in subrouters.

## Related Tickets & Documents

- Related Issue #739
- Closes #739

## Added/updated tests?

- [x] Yes
- [ ] No, and this is why: _please replace this line with details on why tests
      have not been included_
- [ ] I need help with writing tests

## Run verifications and test

- [x] `make verify` is passing
- [x] `make test` is passing",[BUG #739] Fixed handling of invalid query params,2023-12-21 13:41:04+00:00,2024-01-22 04:09:27+00:00,2024-01-22 04:09:27+00:00,2024-01-22 04:09:27+00:00,False
